Ref_Date,Geo,School,Source,Stats,Vector,Coordinate,Value
2010,Manitoba,Masters,Graduates who owed money for their education to any source government or nongovernment,"Percentage of graduates with large debt at graduation 25,000 and over",v88835339,8.3.1.2,39
2000,Manitoba,Masters,Graduates who owed money for their education to any source government or nongovernment,Average debt owed to the source at time of graduation dollars,v88835340,8.3.1.3,17800
2005,Manitoba,Masters,Graduates who owed money for their education to any source government or nongovernment,Average debt owed to the source at time of graduation dollars,v88835340,8.3.1.3,24300
2010,Manitoba,Masters,Graduates who owed money for their education to any source government or nongovernment,Average debt owed to the source at time of graduation dollars,v88835340,8.3.1.3,27900
2000,Manitoba,Masters,Graduates who owed money for their education to any source government or nongovernment,Percentage of graduates with debt who had paid it off  at time of interview,v88835341,8.3.1.4,20
2005,Manitoba,Masters,Graduates who owed money for their education to any source government or nongovernment,Percentage of graduates with debt who had paid it off  at time of interview,v88835341,8.3.1.4,37
2010,Manitoba,Masters,Graduates who owed money for their education to any source government or nongovernment,Percentage of graduates with debt who had paid it off  at time of interview,v88835341,8.3.1.4,54
2000,Manitoba,Masters,Graduates who owed money for their education to any source government or nongovernment,Average debt remaining at time of interview for those who still owed dollars,v88835342,8.3.1.5,14600
2005,Manitoba,Masters,Graduates who owed money for their education to any source government or nongovernment,Average debt remaining at time of interview for those who still owed dollars,v88835342,8.3.1.5,23100
2010,Manitoba,Masters,Graduates who owed money for their education to any source government or nongovernment,Average debt remaining at time of interview for those who still owed dollars,v88835342,8.3.1.5,26900
2000,Manitoba,Masters,Graduates who owed money for their education to government student loan programs,Percentage of graduates who owed debt to the source,v88835343,8.3.2.1,26
2005,Manitoba,Masters,Graduates who owed money for their education to government student loan programs,Percentage of graduates who owed debt to the source,v88835343,8.3.2.1,27
2010,Manitoba,Masters,Graduates who owed money for their education to government student loan programs,Percentage of graduates who owed debt to the source,v88835343,8.3.2.1,18
2000,Manitoba,Masters,Graduates who owed money for their education to government student loan programs,"Percentage of graduates with large debt at graduation 25,000 and over",v88835344,8.3.2.2,26
2005,Manitoba,Masters,Graduates who owed money for their education to government student loan programs,"Percentage of graduates with large debt at graduation 25,000 and over",v88835344,8.3.2.2,34
2010,Manitoba,Masters,Graduates who owed money for their education to government student loan programs,"Percentage of graduates with large debt at graduation 25,000 and over",v88835344,8.3.2.2,41
2000,Manitoba,Masters,Graduates who owed money for their education to government student loan programs,Average debt owed to the source at time of graduation dollars,v88835345,8.3.2.3,18200
2005,Manitoba,Masters,Graduates who owed money for their education to government student loan programs,Average debt owed to the source at time of graduation dollars,v88835345,8.3.2.3,23600
2010,Manitoba,Masters,Graduates who owed money for their education to government student loan programs,Average debt owed to the source at time of graduation dollars,v88835345,8.3.2.3,21300
2000,Manitoba,Masters,Graduates who owed money for their education to government student loan programs,Percentage of graduates with debt who had paid it off  at time of interview,v88835346,8.3.2.4,23
2005,Manitoba,Masters,Graduates who owed money for their education to government student loan programs,Percentage of graduates with debt who had paid it off  at time of interview,v88835346,8.3.2.4,35
2010,Manitoba,Masters,Graduates who owed money for their education to government student loan programs,Percentage of graduates with debt who had paid it off  at time of interview,v88835346,8.3.2.4,50
2000,Manitoba,Masters,Graduates who owed money for their education to government student loan programs,Average debt remaining at time of interview for those who still owed dollars,v88835347,8.3.2.5,15300
2005,Manitoba,Masters,Graduates who owed money for their education to government student loan programs,Average debt remaining at time of interview for those who still owed dollars,v88835347,8.3.2.5,21600
2010,Manitoba,Masters,Graduates who owed money for their education to government student loan programs,Average debt remaining at time of interview for those who still owed dollars,v88835347,8.3.2.5,13700
2000,Manitoba,Masters,Graduates who owed money for their education to nongovernment sources,Percentage of graduates who owed debt to the source,v88835348,8.3.3.1,18
2005,Manitoba,Masters,Graduates who owed money for their education to nongovernment sources,Percentage of graduates who owed debt to the source,v88835348,8.3.3.1,23
2010,Manitoba,Masters,Graduates who owed money for their education to nongovernment sources,Percentage of graduates who owed debt to the source,v88835348,8.3.3.1,17
2000,Manitoba,Masters,Graduates who owed money for their education to nongovernment sources,"Percentage of graduates with large debt at graduation 25,000 and over",v88835349,8.3.3.2,
2005,Manitoba,Masters,Graduates who owed money for their education to nongovernment sources,"Percentage of graduates with large debt at graduation 25,000 and over",v88835349,8.3.3.2,17
2010,Manitoba,Masters,Graduates who owed money for their education to nongovernment sources,"Percentage of graduates with large debt at graduation 25,000 and over",v88835349,8.3.3.2,
2000,Manitoba,Masters,Graduates who owed money for their education to nongovernment sources,Average debt owed to the source at time of graduation dollars,v88835350,8.3.3.3,9500
2005,Manitoba,Masters,Graduates who owed money for their education to nongovernment sources,Average debt owed to the source at time of graduation dollars,v88835350,8.3.3.3,14500
2010,Manitoba,Masters,Graduates who owed money for their education to nongovernment sources,Average debt owed to the source at time of graduation dollars,v88835350,8.3.3.3,25300
2000,Manitoba,Masters,Graduates who owed money for their education to nongovernment sources,Percentage of graduates with debt who had paid it off  at time of interview,v88835351,8.3.3.4,36
2005,Manitoba,Masters,Graduates who owed money for their education to nongovernment sources,Percentage of graduates with debt who had paid it off  at time of interview,v88835351,8.3.3.4,39
2010,Manitoba,Masters,Graduates who owed money for their education to nongovernment sources,Percentage of graduates with debt who had paid it off  at time of interview,v88835351,8.3.3.4,60
2000,Manitoba,Masters,Graduates who owed money for their education to nongovernment sources,Average debt remaining at time of interview for those who still owed dollars,v88835352,8.3.3.5,10000
