Ref_Date,GEO,HAR,Vector,Coordinate,Value
1950,Quebec,"Total farm value (dollars x 1,000)",v47270,4.5,2425.00
1951,Quebec,"Total farm value (dollars x 1,000)",v47270,4.5,2650.00
1952,Quebec,"Total farm value (dollars x 1,000)",v47270,4.5,1607.00
1953,Quebec,"Total farm value (dollars x 1,000)",v47270,4.5,1847.00
1954,Quebec,"Total farm value (dollars x 1,000)",v47270,4.5,1519.00
1955,Quebec,"Total farm value (dollars x 1,000)",v47270,4.5,2098.00
1956,Quebec,"Total farm value (dollars x 1,000)",v47270,4.5,2357.00
1957,Quebec,"Total farm value (dollars x 1,000)",v47270,4.5,1728.00
1958,Quebec,"Total farm value (dollars x 1,000)",v47270,4.5,1625.00
1959,Quebec,"Total farm value (dollars x 1,000)",v47270,4.5,1219.00
1960,Quebec,"Total farm value (dollars x 1,000)",v47270,4.5,924.00
1961,Quebec,"Total farm value (dollars x 1,000)",v47270,4.5,980.00
1962,Quebec,"Total farm value (dollars x 1,000)",v47270,4.5,893.00
1963,Quebec,"Total farm value (dollars x 1,000)",v47270,4.5,855.00
1964,Quebec,"Total farm value (dollars x 1,000)",v47270,4.5,779.00
1965,Quebec,"Total farm value (dollars x 1,000)",v47270,4.5,760.00
1966,Quebec,"Total farm value (dollars x 1,000)",v47270,4.5,672.00
1967,Quebec,"Total farm value (dollars x 1,000)",v47270,4.5,740.00
1968,Quebec,"Total farm value (dollars x 1,000)",v47270,4.5,900.00
1969,Quebec,"Total farm value (dollars x 1,000)",v47270,4.5,792.00
1970,Quebec,"Total farm value (dollars x 1,000)",v47270,4.5,788.00
1971,Quebec,"Total farm value (dollars x 1,000)",v47270,4.5,968.00
1972,Quebec,"Total farm value (dollars x 1,000)",v47270,4.5,1036.00
1973,Quebec,"Total farm value (dollars x 1,000)",v47270,4.5,1100.00
1974,Quebec,"Total farm value (dollars x 1,000)",v47270,4.5,1344.00
1908,Ontario,Seeded area (acres),v47223,5.1,196000.00
1909,Ontario,Seeded area (acres),v47223,5.1,175000.00
1910,Ontario,Seeded area (acres),v47223,5.1,132500.00
1911,Ontario,Seeded area (acres),v47223,5.1,138700.00
1912,Ontario,Seeded area (acres),v47223,5.1,130000.00
1913,Ontario,Seeded area (acres),v47223,5.1,121000.00
1914,Ontario,Seeded area (acres),v47223,5.1,114000.00
1915,Ontario,Seeded area (acres),v47223,5.1,112000.00
1916,Ontario,Seeded area (acres),v47223,5.1,97000.00
1917,Ontario,Seeded area (acres),v47223,5.1,94000.00
1918,Ontario,Seeded area (acres),v47223,5.1,141000.00
1919,Ontario,Seeded area (acres),v47223,5.1,123000.00
1920,Ontario,Seeded area (acres),v47223,5.1,119700.00
1921,Ontario,Seeded area (acres),v47223,5.1,104200.00
1922,Ontario,Seeded area (acres),v47223,5.1,105000.00
1923,Ontario,Seeded area (acres),v47223,5.1,102100.00
1924,Ontario,Seeded area (acres),v47223,5.1,108200.00
1925,Ontario,Seeded area (acres),v47223,5.1,110500.00
1926,Ontario,Seeded area (acres),v47223,5.1,107200.00
1927,Ontario,Seeded area (acres),v47223,5.1,104900.00
1928,Ontario,Seeded area (acres),v47223,5.1,107400.00
1929,Ontario,Seeded area (acres),v47223,5.1,104700.00
1930,Ontario,Seeded area (acres),v47223,5.1,105000.00
1931,Ontario,Seeded area (acres),v47223,5.1,81600.00
1932,Ontario,Seeded area (acres),v47223,5.1,100000.00
1933,Ontario,Seeded area (acres),v47223,5.1,100300.00
1934,Ontario,Seeded area (acres),v47223,5.1,100200.00
1935,Ontario,Seeded area (acres),v47223,5.1,98100.00
1936,Ontario,Seeded area (acres),v47223,5.1,96200.00
1937,Ontario,Seeded area (acres),v47223,5.1,97200.00
1938,Ontario,Seeded area (acres),v47223,5.1,99000.00
1939,Ontario,Seeded area (acres),v47223,5.1,98300.00
1940,Ontario,Seeded area (acres),v47223,5.1,98300.00
1941,Ontario,Seeded area (acres),v47223,5.1,63000.00
1942,Ontario,Seeded area (acres),v47223,5.1,54800.00
1943,Ontario,Seeded area (acres),v47223,5.1,52300.00
1944,Ontario,Seeded area (acres),v47223,5.1,48500.00
1945,Ontario,Seeded area (acres),v47223,5.1,44100.00
1946,Ontario,Seeded area (acres),v47223,5.1,43500.00
1947,Ontario,Seeded area (acres),v47223,5.1,35300.00
1948,Ontario,Seeded area (acres),v47223,5.1,31500.00
1949,Ontario,Seeded area (acres),v47223,5.1,27700.00
1950,Ontario,Seeded area (acres),v47223,5.1,23300.00
1951,Ontario,Seeded area (acres),v47223,5.1,17600.00
1952,Ontario,Seeded area (acres),v47223,5.1,18200.00
1953,Ontario,Seeded area (acres),v47223,5.1,17500.00
1954,Ontario,Seeded area (acres),v47223,5.1,18200.00
1955,Ontario,Seeded area (acres),v47223,5.1,18200.00
1956,Ontario,Seeded area (acres),v47223,5.1,16200.00
1957,Ontario,Seeded area (acres),v47223,5.1,13000.00
1958,Ontario,Seeded area (acres),v47223,5.1,15000.00
1959,Ontario,Seeded area (acres),v47223,5.1,12700.00
1960,Ontario,Seeded area (acres),v47223,5.1,12800.00
1961,Ontario,Seeded area (acres),v47223,5.1,12100.00
1962,Ontario,Seeded area (acres),v47223,5.1,11600.00
1963,Ontario,Seeded area (acres),v47223,5.1,10000.00
1964,Ontario,Seeded area (acres),v47223,5.1,9000.00
1965,Ontario,Seeded area (acres),v47223,5.1,7800.00
1966,Ontario,Seeded area (acres),v47223,5.1,6700.00
1967,Ontario,Seeded area (acres),v47223,5.1,6000.00
1968,Ontario,Seeded area (acres),v47223,5.1,5500.00
1969,Ontario,Seeded area (acres),v47223,5.1,4200.00
1970,Ontario,Seeded area (acres),v47223,5.1,4300.00
1971,Ontario,Seeded area (acres),v47223,5.1,5000.00
1972,Ontario,Seeded area (acres),v47223,5.1,5300.00
1973,Ontario,Seeded area (acres),v47223,5.1,5000.00
1974,Ontario,Seeded area (acres),v47223,5.1,4000.00
1908,Ontario,Average yield (tons per acre),v47235,5.2,9.62
1909,Ontario,Average yield (tons per acre),v47235,5.2,10.92
1910,Ontario,Average yield (tons per acre),v47235,5.2,13.26
1911,Ontario,Average yield (tons per acre),v47235,5.2,9.60
1912,Ontario,Average yield (tons per acre),v47235,5.2,10.92
1913,Ontario,Average yield (tons per acre),v47235,5.2,9.07
1914,Ontario,Average yield (tons per acre),v47235,5.2,10.75
1915,Ontario,Average yield (tons per acre),v47235,5.2,9.86
1916,Ontario,Average yield (tons per acre),v47235,5.2,5.28
1917,Ontario,Average yield (tons per acre),v47235,5.2,8.52
1918,Ontario,Average yield (tons per acre),v47235,5.2,11.50
1919,Ontario,Average yield (tons per acre),v47235,5.2,8.69
1920,Ontario,Average yield (tons per acre),v47235,5.2,12.11
1921,Ontario,Average yield (tons per acre),v47235,5.2,8.78
1922,Ontario,Average yield (tons per acre),v47235,5.2,11.13
1923,Ontario,Average yield (tons per acre),v47235,5.2,10.34
1924,Ontario,Average yield (tons per acre),v47235,5.2,11.22
1925,Ontario,Average yield (tons per acre),v47235,5.2,9.78
1926,Ontario,Average yield (tons per acre),v47235,5.2,8.63
1927,Ontario,Average yield (tons per acre),v47235,5.2,10.30
1928,Ontario,Average yield (tons per acre),v47235,5.2,11.49
1929,Ontario,Average yield (tons per acre),v47235,5.2,7.83
1930,Ontario,Average yield (tons per acre),v47235,5.2,8.63
1931,Ontario,Average yield (tons per acre),v47235,5.2,9.22
1932,Ontario,Average yield (tons per acre),v47235,5.2,9.65
1933,Ontario,Average yield (tons per acre),v47235,5.2,7.80
1934,Ontario,Average yield (tons per acre),v47235,5.2,9.85
1935,Ontario,Average yield (tons per acre),v47235,5.2,8.90
1936,Ontario,Average yield (tons per acre),v47235,5.2,9.48
1937,Ontario,Average yield (tons per acre),v47235,5.2,10.25
1938,Ontario,Average yield (tons per acre),v47235,5.2,10.50
1939,Ontario,Average yield (tons per acre),v47235,5.2,10.70
1940,Ontario,Average yield (tons per acre),v47235,5.2,10.95
1941,Ontario,Average yield (tons per acre),v47235,5.2,9.85
1942,Ontario,Average yield (tons per acre),v47235,5.2,11.00
1943,Ontario,Average yield (tons per acre),v47235,5.2,11.10
1944,Ontario,Average yield (tons per acre),v47235,5.2,11.05
1945,Ontario,Average yield (tons per acre),v47235,5.2,9.92
1946,Ontario,Average yield (tons per acre),v47235,5.2,10.20
1947,Ontario,Average yield (tons per acre),v47235,5.2,9.30
1948,Ontario,Average yield (tons per acre),v47235,5.2,9.40
1949,Ontario,Average yield (tons per acre),v47235,5.2,7.60
1950,Ontario,Average yield (tons per acre),v47235,5.2,11.20
1951,Ontario,Average yield (tons per acre),v47235,5.2,10.15
1952,Ontario,Average yield (tons per acre),v47235,5.2,11.20
1953,Ontario,Average yield (tons per acre),v47235,5.2,11.22
1954,Ontario,Average yield (tons per acre),v47235,5.2,10.95
1955,Ontario,Average yield (tons per acre),v47235,5.2,9.40
1956,Ontario,Average yield (tons per acre),v47235,5.2,10.56
1957,Ontario,Average yield (tons per acre),v47235,5.2,10.42
1958,Ontario,Average yield (tons per acre),v47235,5.2,11.72
1959,Ontario,Average yield (tons per acre),v47235,5.2,11.60
1960,Ontario,Average yield (tons per acre),v47235,5.2,10.08
1961,Ontario,Average yield (tons per acre),v47235,5.2,12.73
1962,Ontario,Average yield (tons per acre),v47235,5.2,12.42
1963,Ontario,Average yield (tons per acre),v47235,5.2,14.25
1964,Ontario,Average yield (tons per acre),v47235,5.2,16.15
1965,Ontario,Average yield (tons per acre),v47235,5.2,15.68
1966,Ontario,Average yield (tons per acre),v47235,5.2,15.82
1967,Ontario,Average yield (tons per acre),v47235,5.2,15.00
1968,Ontario,Average yield (tons per acre),v47235,5.2,14.95
1969,Ontario,Average yield (tons per acre),v47235,5.2,12.50
1970,Ontario,Average yield (tons per acre),v47235,5.2,14.25
1971,Ontario,Average yield (tons per acre),v47235,5.2,14.00
1972,Ontario,Average yield (tons per acre),v47235,5.2,14.00
1973,Ontario,Average yield (tons per acre),v47235,5.2,10.00
1974,Ontario,Average yield (tons per acre),v47235,5.2,17.00
1908,Ontario,"Production (tons x 1,000)",v47247,5.3,1886.00
1909,Ontario,"Production (tons x 1,000)",v47247,5.3,1911.00
1910,Ontario,"Production (tons x 1,000)",v47247,5.3,1757.00
1911,Ontario,"Production (tons x 1,000)",v47247,5.3,1331.00
1912,Ontario,"Production (tons x 1,000)",v47247,5.3,1420.00
1913,Ontario,"Production (tons x 1,000)",v47247,5.3,1098.00
1914,Ontario,"Production (tons x 1,000)",v47247,5.3,1226.00
1915,Ontario,"Production (tons x 1,000)",v47247,5.3,1104.00
1916,Ontario,"Production (tons x 1,000)",v47247,5.3,512.00
1917,Ontario,"Production (tons x 1,000)",v47247,5.3,801.00
1918,Ontario,"Production (tons x 1,000)",v47247,5.3,1622.00
1919,Ontario,"Production (tons x 1,000)",v47247,5.3,1069.00
1920,Ontario,"Production (tons x 1,000)",v47247,5.3,1450.00
1921,Ontario,"Production (tons x 1,000)",v47247,5.3,915.00
1922,Ontario,"Production (tons x 1,000)",v47247,5.3,1169.00
1923,Ontario,"Production (tons x 1,000)",v47247,5.3,1056.00
1924,Ontario,"Production (tons x 1,000)",v47247,5.3,1214.00
1925,Ontario,"Production (tons x 1,000)",v47247,5.3,1081.00
1926,Ontario,"Production (tons x 1,000)",v47247,5.3,925.00
1927,Ontario,"Production (tons x 1,000)",v47247,5.3,1081.00
1928,Ontario,"Production (tons x 1,000)",v47247,5.3,1234.00
1929,Ontario,"Production (tons x 1,000)",v47247,5.3,820.00
1930,Ontario,"Production (tons x 1,000)",v47247,5.3,906.00
1931,Ontario,"Production (tons x 1,000)",v47247,5.3,752.00
1932,Ontario,"Production (tons x 1,000)",v47247,5.3,965.00
1933,Ontario,"Production (tons x 1,000)",v47247,5.3,782.00
1934,Ontario,"Production (tons x 1,000)",v47247,5.3,987.00
1935,Ontario,"Production (tons x 1,000)",v47247,5.3,873.00
1936,Ontario,"Production (tons x 1,000)",v47247,5.3,912.00
1937,Ontario,"Production (tons x 1,000)",v47247,5.3,996.00
1938,Ontario,"Production (tons x 1,000)",v47247,5.3,1040.00
1939,Ontario,"Production (tons x 1,000)",v47247,5.3,1052.00
1940,Ontario,"Production (tons x 1,000)",v47247,5.3,1076.00
1941,Ontario,"Production (tons x 1,000)",v47247,5.3,621.00
1942,Ontario,"Production (tons x 1,000)",v47247,5.3,603.00
1943,Ontario,"Production (tons x 1,000)",v47247,5.3,581.00
1944,Ontario,"Production (tons x 1,000)",v47247,5.3,536.00
1945,Ontario,"Production (tons x 1,000)",v47247,5.3,437.00
1946,Ontario,"Production (tons x 1,000)",v47247,5.3,444.00
1947,Ontario,"Production (tons x 1,000)",v47247,5.3,328.00
1948,Ontario,"Production (tons x 1,000)",v47247,5.3,296.00
1949,Ontario,"Production (tons x 1,000)",v47247,5.3,211.00
1950,Ontario,"Production (tons x 1,000)",v47247,5.3,261.00
1951,Ontario,"Production (tons x 1,000)",v47247,5.3,179.00
1952,Ontario,"Production (tons x 1,000)",v47247,5.3,204.00
1953,Ontario,"Production (tons x 1,000)",v47247,5.3,196.00
1954,Ontario,"Production (tons x 1,000)",v47247,5.3,199.00
1955,Ontario,"Production (tons x 1,000)",v47247,5.3,171.00
1956,Ontario,"Production (tons x 1,000)",v47247,5.3,171.00
1957,Ontario,"Production (tons x 1,000)",v47247,5.3,135.00
1958,Ontario,"Production (tons x 1,000)",v47247,5.3,176.00
1959,Ontario,"Production (tons x 1,000)",v47247,5.3,147.00
1960,Ontario,"Production (tons x 1,000)",v47247,5.3,129.00
1961,Ontario,"Production (tons x 1,000)",v47247,5.3,154.00
1962,Ontario,"Production (tons x 1,000)",v47247,5.3,144.00
1963,Ontario,"Production (tons x 1,000)",v47247,5.3,142.00
1964,Ontario,"Production (tons x 1,000)",v47247,5.3,145.00
1965,Ontario,"Production (tons x 1,000)",v47247,5.3,122.00
1966,Ontario,"Production (tons x 1,000)",v47247,5.3,106.00
1967,Ontario,"Production (tons x 1,000)",v47247,5.3,90.00
1968,Ontario,"Production (tons x 1,000)",v47247,5.3,82.00
1969,Ontario,"Production (tons x 1,000)",v47247,5.3,52.00
1970,Ontario,"Production (tons x 1,000)",v47247,5.3,61.00
1971,Ontario,"Production (tons x 1,000)",v47247,5.3,70.00
1972,Ontario,"Production (tons x 1,000)",v47247,5.3,74.00
1973,Ontario,"Production (tons x 1,000)",v47247,5.3,50.00
1974,Ontario,"Production (tons x 1,000)",v47247,5.3,68.00
1908,Ontario,Average farm price (dollars per ton),v47259,5.4,5.40
1909,Ontario,Average farm price (dollars per ton),v47259,5.4,6.00
1910,Ontario,Average farm price (dollars per ton),v47259,5.4,3.73
1911,Ontario,Average farm price (dollars per ton),v47259,5.4,7.60
1912,Ontario,Average farm price (dollars per ton),v47259,5.4,7.60
1913,Ontario,Average farm price (dollars per ton),v47259,5.4,8.80
1914,Ontario,Average farm price (dollars per ton),v47259,5.4,8.40
1915,Ontario,Average farm price (dollars per ton),v47259,5.4,8.40
1916,Ontario,Average farm price (dollars per ton),v47259,5.4,14.39
1917,Ontario,Average farm price (dollars per ton),v47259,5.4,14.00
1918,Ontario,Average farm price (dollars per ton),v47259,5.4,12.80
1919,Ontario,Average farm price (dollars per ton),v47259,5.4,13.12
1920,Ontario,Average farm price (dollars per ton),v47259,5.4,11.39
1921,Ontario,Average farm price (dollars per ton),v47259,5.4,13.99
1922,Ontario,Average farm price (dollars per ton),v47259,5.4,7.60
1923,Ontario,Average farm price (dollars per ton),v47259,5.4,9.51
1924,Ontario,Average farm price (dollars per ton),v47259,5.4,6.40
1925,Ontario,Average farm price (dollars per ton),v47259,5.4,8.00
1926,Ontario,Average farm price (dollars per ton),v47259,5.4,9.20
1927,Ontario,Average farm price (dollars per ton),v47259,5.4,7.40
1928,Ontario,Average farm price (dollars per ton),v47259,5.4,8.00
1929,Ontario,Average farm price (dollars per ton),v47259,5.4,8.00
1930,Ontario,Average farm price (dollars per ton),v47259,5.4,8.00
1931,Ontario,Average farm price (dollars per ton),v47259,5.4,4.00
1932,Ontario,Average farm price (dollars per ton),v47259,5.4,3.20
1933,Ontario,Average farm price (dollars per ton),v47259,5.4,4.80
1934,Ontario,Average farm price (dollars per ton),v47259,5.4,5.60
1935,Ontario,Average farm price (dollars per ton),v47259,5.4,4.80
1936,Ontario,Average farm price (dollars per ton),v47259,5.4,5.60
1937,Ontario,Average farm price (dollars per ton),v47259,5.4,4.80
1938,Ontario,Average farm price (dollars per ton),v47259,5.4,4.80
1939,Ontario,Average farm price (dollars per ton),v47259,5.4,5.60
1940,Ontario,Average farm price (dollars per ton),v47259,5.4,4.80
1941,Ontario,Average farm price (dollars per ton),v47259,5.4,7.00
1942,Ontario,Average farm price (dollars per ton),v47259,5.4,7.00
1943,Ontario,Average farm price (dollars per ton),v47259,5.4,9.00
1944,Ontario,Average farm price (dollars per ton),v47259,5.4,12.00
1945,Ontario,Average farm price (dollars per ton),v47259,5.4,11.60
1946,Ontario,Average farm price (dollars per ton),v47259,5.4,13.40
1947,Ontario,Average farm price (dollars per ton),v47259,5.4,17.80
1948,Ontario,Average farm price (dollars per ton),v47259,5.4,17.60
1949,Ontario,Average farm price (dollars per ton),v47259,5.4,23.60
1950,Ontario,Average farm price (dollars per ton),v47259,5.4,18.00
1951,Ontario,Average farm price (dollars per ton),v47259,5.4,20.00
1952,Ontario,Average farm price (dollars per ton),v47259,5.4,16.00
1953,Ontario,Average farm price (dollars per ton),v47259,5.4,14.40
1954,Ontario,Average farm price (dollars per ton),v47259,5.4,14.80
1955,Ontario,Average farm price (dollars per ton),v47259,5.4,20.00
1956,Ontario,Average farm price (dollars per ton),v47259,5.4,17.00
1957,Ontario,Average farm price (dollars per ton),v47259,5.4,20.00
1958,Ontario,Average farm price (dollars per ton),v47259,5.4,20.00
1959,Ontario,Average farm price (dollars per ton),v47259,5.4,22.40
1960,Ontario,Average farm price (dollars per ton),v47259,5.4,22.80
1961,Ontario,Average farm price (dollars per ton),v47259,5.4,14.38
1962,Ontario,Average farm price (dollars per ton),v47259,5.4,24.80
1963,Ontario,Average farm price (dollars per ton),v47259,5.4,25.60
1964,Ontario,Average farm price (dollars per ton),v47259,5.4,23.20
1965,Ontario,Average farm price (dollars per ton),v47259,5.4,24.00
1966,Ontario,Average farm price (dollars per ton),v47259,5.4,26.00
1967,Ontario,Average farm price (dollars per ton),v47259,5.4,30.00
1968,Ontario,Average farm price (dollars per ton),v47259,5.4,32.00
1969,Ontario,Average farm price (dollars per ton),v47259,5.4,38.00
1970,Ontario,Average farm price (dollars per ton),v47259,5.4,35.61
1971,Ontario,Average farm price (dollars per ton),v47259,5.4,41.00
1972,Ontario,Average farm price (dollars per ton),v47259,5.4,30.00
1973,Ontario,Average farm price (dollars per ton),v47259,5.4,17.60
1974,Ontario,Average farm price (dollars per ton),v47259,5.4,76.00
1908,Ontario,"Total farm value (dollars x 1,000)",v47271,5.5,10187.00
1909,Ontario,"Total farm value (dollars x 1,000)",v47271,5.5,11467.00
1910,Ontario,"Total farm value (dollars x 1,000)",v47271,5.5,6562.00
1911,Ontario,"Total farm value (dollars x 1,000)",v47271,5.5,10117.00
1912,Ontario,"Total farm value (dollars x 1,000)",v47271,5.5,10791.00
1913,Ontario,"Total farm value (dollars x 1,000)",v47271,5.5,9662.00
1914,Ontario,"Total farm value (dollars x 1,000)",v47271,5.5,10302.00
1915,Ontario,"Total farm value (dollars x 1,000)",v47271,5.5,9277.00
1916,Ontario,"Total farm value (dollars x 1,000)",v47271,5.5,7368.00
1917,Ontario,"Total farm value (dollars x 1,000)",v47271,5.5,11216.00
1918,Ontario,"Total farm value (dollars x 1,000)",v47271,5.5,20767.00
1919,Ontario,"Total farm value (dollars x 1,000)",v47271,5.5,14027.00
1920,Ontario,"Total farm value (dollars x 1,000)",v47271,5.5,16518.00
1921,Ontario,"Total farm value (dollars x 1,000)",v47271,5.5,12805.00
1922,Ontario,"Total farm value (dollars x 1,000)",v47271,5.5,8885.00
1923,Ontario,"Total farm value (dollars x 1,000)",v47271,5.5,10047.00
1924,Ontario,"Total farm value (dollars x 1,000)",v47271,5.5,7772.00
1925,Ontario,"Total farm value (dollars x 1,000)",v47271,5.5,8644.00
1926,Ontario,"Total farm value (dollars x 1,000)",v47271,5.5,8511.00
